Date,R_Credicorp,R_Peru_Mercado,Precio_cobre,ETF_XLF
2020-02,-0.13069994569054857,-0.09751929920951946,0.010264607679036733,-0.11932813017414134
2020-03,-0.23665381752413173,-0.3027329947750855,-0.12804763150910167,-0.23617729668244192
2020-04,0.17632610361737205,0.09104740491191875,0.049640177606071687,0.0904079799058306
2020-05,-0.07813195962452253,0.07687294873092092,0.03033387593275859,0.02684125302594516
2020-06,-0.030574633626453695,0.05721367416075953,0.11178939929299951,-0.005241596133462279
2020-07,-0.0498493347189188,0.07060959567643259,0.0522325790425694,0.037740250197396255
2020-08,0.02569520559823763,0.03161552989592758,0.06171447031816718,0.0419697616469133
2020-09,-0.051018914034059594,-0.06527964535028451,-0.00411889842653404,-0.034821315071652606
2020-10,-0.07805528359428862,-0.006802915421292623,0.004940677513904601,-0.00876302638403108
2020-11,0.2942223305760409,0.13096855619494305,0.1167785995246335,0.15570614287632828
2020-12,0.06362035069332159,0.04303457256133183,0.02696822146677228,0.06115192047084678
2021-01,-0.08715552295540982,-0.010435028519607316,0.016790512330964614,-0.018141745154899972
2021-02,0.062403282040131514,0.0770796796579469,0.13609914083965927,0.10980655764981367
2021-03,-0.1583986772469297,-0.08674142799368546,-0.022600599874651652,0.05687572785828044
2021-04,-0.13435823569023947,-0.06880391571804836,0.11235580197386559,0.06288508410800779
2021-05,0.14092656168321932,0.036513932057510176,0.0444323032303706,0.046607658300104694
2021-06,-0.12670656575901545,-0.11585261038107049,-0.08603134518030953,-0.030865216210355224
2021-07,-0.18197490348174308,-0.07909704823809996,0.04193391100766568,-0.0046442296058218585
2021-08,0.054640556728182105,0.0011168136157071683,-0.02726260873981796,0.0501974428877579
2021-09,0.05094970906619738,-0.01953475289866481,-0.06392708062124983,-0.01859666225269483
2021-10,0.15592612220612578,0.1300160907565234,0.06747583783853714,0.07021752751491628
2021-11,-0.09423094026521975,-0.04705941019467028,-0.022535263075020885,-0.058825183348197536
2021-12,0.033909972551733544,0.057132776222424124,0.04054146167152919,0.0330893097240647
2022-01,0.1597872495612425,0.10593420856179228,-0.03123474880920533,0.0002558113472592959
2022-02,0.05455209116115268,0.05638207532305562,0.02887507484512083,-0.013921224008767625
2022-03,0.12780440715224217,0.06554250280820138,0.06500248349645668,-0.0013003326404023754
2022-04,-0.2130561558295931,-0.1521365285752045,-0.0762023265323545,-0.10472287874572425
2022-05,0.04137433908002381,-0.03147608965692301,-0.023015953597673826,0.027437965263237805
2022-06,-0.15761153060381644,-0.1577043962530492,-0.14520750694059803,-0.11497186480466658
2022-07,0.07616675873866684,0.014394248355389062,-0.035764540279678944,0.06939559842876544
